TPR FPR SIZE
89.65517241379311 5.303030303030303 500.0
93.95161290322581 5.870445344129554 2000.0
94.64285714285714 5.551086082059534 5000.0
94.64285714285714 4.3443282381335475 10000.0
94.58409973431434 4.234072298781705 20000.0
95.30031398764307 4.110003022061045 40000.0
90.74074074074075 2.2222222222222223 200.0
95.45454545454545 7.758620689655173 500.0
92.57731958762886 4.554455445544554 2000.0
93.34402566158782 5.781758957654723 5000.0
94.2585708384965 4.705417160933175 10000.0
94.71980578595995 4.337300786766189 20000.0
94.62463372739214 4.463293951327881 40000.0
95.65217391304348 13.20754716981132 200.0
88.42975206611571 10.236220472440944 500.0
94.57831325301204 5.691056910569105 2000.0
93.77559377559378 5.103668261562999 5000.0
95.17828200972447 4.43190975020145 10000.0
94.60539460539461 4.800817160367722 20000.0
94.83922991633908 3.968012956777002 40000.0
95.91836734693877 4.0 200.0
90.35087719298247 2.9850746268656714 500.0
95.21072796934867 6.196581196581197 2000.0
94.60547504025764 4.866180048661801 5000.0
94.00656814449918 4.852824184566428 10000.0
94.96388443017658 4.4344995931651745 20000.0
94.77968861300499 4.301614358768675 40000.0
93.33333333333333 3.7037037037037033 200.0
92.03539823008849 6.666666666666667 500.0
93.48268839103869 5.61122244488978 2000.0
94.55564451561249 5.057096247960848 5000.0
94.36392914653784 5.7177615571776155 10000.0
95.09944638097191 5.056739000597252 20000.0
95.15932616196469 4.423889000603257 40000.0
88.37209302325581 10.714285714285714 200.0
92.1259842519685 8.264462809917356 500.0
91.24236252545825 4.809619238476954 2000.0
94.566098945661 4.830917874396135 5000.0
95.32520325203252 5.220883534136546 10000.0
94.95882707370959 4.2267831741515955 20000.0
94.92473555736372 4.303772070626003 40000.0
95.45454545454545 7.2727272727272725 200.0
90.0 5.932203389830509 500.0
94.14225941422593 5.46875 2000.0
93.28968903436989 4.788507581803671 5000.0
95.16329061595701 5.096799683919399 10000.0
94.71552945940473 4.212860310421286 20000.0
95.42246420649325 4.300748836267962 40000.0
93.87755102040816 12.0 200.0
94.48818897637796 4.132231404958678 500.0
92.58517034068137 7.535641547861507 2000.0
94.07467532467533 5.792437650844731 5000.0
94.77227722772277 5.237113402061856 10000.0
94.60555668221457 4.950694304689073 20000.0
95.04740770627396 4.602468136759053 40000.0
88.37209302325581 5.357142857142857 200.0
90.69767441860465 3.361344537815126 500.0
94.5945945945946 5.893909626719057 2000.0
93.74505146476643 5.775577557755775 5000.0
94.82965931863727 5.295315682281059 10000.0
94.99697397619528 4.572122193000203 20000.0
94.8105602579605 4.424868367760227 40000.0
